link,product_name,keywords,province,star_review,amount_rating,amount_sold,product_list,original_price,discount_price,per_discount,store,recom_or_official,marketplace,itemId,shopId
https://www.lazada.co.th/products/eggyday-100g-7-i4440172758.html,Eggyday เส้นหมี่โปรตีนไข่ขาว 100g 7 ซอง,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",สมุทรปราการ,5.0,14,41 ชิ้น,,553,499,10%,Happyshoppingofficial,,lazada,4440172758,100183137045
https://www.lazada.co.th/products/eggyday-100-i5212203277.html,Eggyday เส้นไข่ขาวไร้แป้ง เส้นราเมน เส้นหมี่ เส้นโปรตีนไข่ขาว ข้าวไข่ขาว ขนาด100กรัม ไม่มีแป้ง ไม่มีน้ำตาล,"เส้นไข่ขาว, โปรตีนไข่ขาว, ข้าวไข่ขาว",กรุงเทพมหานคร,,,,"เส้นราเมนไข่ขาว, เส้นหมี่ ไข่ขาว, ข้าวไข่ขาว",89,79,11%,Smiledrops,,lazada,5212203277,6294
https://www.lazada.co.th/products/eggyday-eggy01-100-keto-egg-white-noodles-i4968815372.html,Eggyday เส้นโปรตีนไข่ขาว เส้นหมี่ไข่ขาวไร้แป้ง (Eggy01) 100กรัม ไม่มีแป้ง ไม่มีน้ำตาล เส้นคีโต โปรตีนสูง คลีน คีโต เส้นเพื่อสุขภาพ keto Egg White Noodles,"โปรตีนไข่ขาว, เส้นหมี่ไข่ขาว",กรุงเทพมหานคร,5.0,4,33 ชิ้น,,95,79,17%,Webspt,mall,lazada,4968815372,1000193774
https://www.lazada.co.th/products/100-i4744016810.html,เส้นไข่ขาว (เส้นอุด้ง) 100กรัม,เส้นไข่ขาว,เชียงใหม่,5.0,5,31 ชิ้น,,49,49,,Rainny Keto002,,lazada,4744016810,100429872942
https://www.lazada.co.th/products/eggyday-100g-keto-3-i3138500029.html,eggyday เส้นหมี่ไข่ขาว 100g  โปรตีนสูง อร่อย ไม่คาว ไร้แป้ง Keto พร้อมทาน เทียบเท่าไข่ขาว 3 ฟอง เพื่อสุขภาพ,เส้นหมี่ไข่ขาว,กรุงเทพมหานคร,4.903225806451613,31,189 ชิ้น,,79,79,,Eggyday Store,,lazada,3138500029,100195518243
https://www.lazada.co.th/products/-i3112490671.html,เส้นไข่ขาวสปาเกตตี้,เส้นไข่ขาว,ยะลา,4.888888888888889,8,72 ชิ้น,,79,79,,Thank you keto,,lazada,3112490671,100139116
https://www.lazada.co.th/products/100-i5064659212.html,เส้นไข่ขาว 100 กรัม เส้นหมี่ เส้นราเมน,เส้นไข่ขาว,นนทบุรี,,,,"เส้นราเมนไข่ขาว, เส้นหมี่ไข่ขาว",79,79,,Vhome Healthy Shop,,lazada,5064659212,100193424660
https://www.lazada.co.th/products/eggyday-eggy02-100-keto-egg-white-noodles-i4968827376.html,Eggyday เส้นโปรตีนไข่ขาว เส้นราเมนไข่ขาว (Eggy02) ขนาด100กรัม ไม่มีแป้ง ไม่มีน้ำตาล เส้นคีโต โปรตีนสูง คลีน คีโต เส้นเพื่อสุขภาพ keto Egg White Noodles,โปรตีนไข่ขาว,กรุงเทพมหานคร,5.0,5,22 ชิ้น,,95,79,17%,Webspt,mall,lazada,4968827376,1000193774
https://www.lazada.co.th/products/keto-i4326943795.html,KETO รวมเส้นคีโต ต่างๆเส้นไข่ขาว โจ๊ก คีโต วุ้นเส้นคีโต วุ้นเส้นน้ำมะพร้าว  เส้นหมี่คีโต ไข่มุกคีโต เส้นบุก,เส้นไข่ขาว,สงขลา,4.666666666666667,6,100 ชิ้น,"วุ้นเส้นคีโต, โจ๊กคีโต, เส้นสปาเกตตี้NimNim, วส.น้ำมะพร้าว(เหลือง, วส.น้ำมะพร้าว(ฟ้า), วส.น้ำมะพร้าว(ชมพู), วส.น้ำมะพร้าว(เขียว), วส.น้ำมะพร้าว(ม่วง), ไข่มุกน้ำมะพร้าว, ไข่มุกกลิ่นบราวชูก้า, ไข่มุกน.พร้าว+ไซรัป, โจ๊กกะหล่ำรสกุ้ง, โจ๊กกะหล่ำรสไก่",45,43,4%,Mumil Keto Halal,,lazada,4326943795,1000145579
https://www.lazada.co.th/products/keto-eggyday-3-100g-i5077827136.html,🍜🥢KETO เส้นราเมนไข่ขาว เส้นหมี่ไข่ขาว 🍚 ข้าวไข่ขาว Eggyday ✨ไร้แป้ง ไร้น้ำตาล โปรตีนสูง = ไข่ขาว 3 ฟอง✨ ขนาด 100g พร้อมรับประทาน 🔰 ฉีกซองทานได้เลย ทานง่าย คีโตทานได้ ลดน้ำหนัก ลดหุ่นทานได้,"เส้นหมี่ไข่ขาว, ข้าวไข่ขาว",กรุงเทพมหานคร,5.0,3,9 ชิ้น,"เส้นราเมนไข่ขาว, เส้นหมี่ไข่ขาว, ข้าวไข่ขาว",89,74,17%,No.1 Sausage,,lazada,5077827136,100194504235
https://www.lazada.co.th/products/nim-nim-keto-100g-4-i4471343861.html,Nim  Nim เส้นไข่ขาว KETO (น้ำหนักเส้น 100g.) เส้นพร้อมทาน มี 4 แบบให้เลือก,เส้นไข่ขาว,เชียงใหม่,5.0,75,578 ชิ้น,"เส้นไข่ขาว, เส้นหมี่, เส้นสปาเกตตี้, ไข่มุกไข่ขาว",96,74,23%,greenpea organic shop,,lazada,4471343861,100006971
https://www.lazada.co.th/products/100-i4743082622.html,เส้นไข่ขาว (เส้นหมี่)  ถุงเล็ก 100กรัม,เส้นไข่ขาว,เชียงใหม่,5.0,2,8 ชิ้น,,55,55,,Rainny Keto002,,lazada,4743082622,100429872942
https://www.lazada.co.th/products/pfp-100-i4072575121.html,เส้นไข่ขาว PFP 100 กรัม,เส้นไข่ขาว,กรุงเทพมหานคร,,,,,85,75,12%,PMQ FOODS,,lazada,4072575121,100189029172
https://www.lazada.co.th/products/keto-i309610632.html,Keto รวมเส้นคีโต เส้นบุก บุกข้าว เส้นไข่ขาว,เส้นไข่ขาว,เชียงใหม่,4.882352941176471,34,518 ชิ้น,"Nim เส้นไข่ขาว, Nim เส้นหมี่ไข่ขาว, Nim เส้นสปาเกตตี้ไข่, Moku บุกเส้นกลม, Moku บุกเส้นสั้น, Moku บุกเส้นเขียวขาว, Moku บุกรูปข้าว, Moku บุกข้าวมรกต, Moku บุกเส้นกลม100g., Moku เส้นใหญ่โอ๊ตไฟเบอร์ 100g., Moku สปาเกตตี้โอ๊ตไฟเบอร์ 100g., Moku บะหมี่โอ๊ตไฟเบอร์100g., Mokiเส้นแบนโอ๊ต200g., Moki สปาเกตตี้โอ๊ต200g., Moki บะหมี่โอ๊ต200g.",55,25,55%,greenpea organic shop,,lazada,309610632,100006971
https://www.lazada.co.th/products/eggyday-100-g-6-12-i5042485470.html,Eggyday เส้นหมี่โปรตีนไข่ขาว พร้อมรับประทาน 100 g เซต 6 ซอง และ 12 ซอง อาหารคนไข้โรคไต,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",กรุงเทพมหานคร,5.0,1,,,474,449,5%,Feel A Life Shop,,lazada,5042485470,100157246
https://www.lazada.co.th/products/eggyday-100g-i4838733624.html,Eggyday เส้นหมี่ไข่ขาว เส้นราเมนไข่ขาว ขนาด 100g. ไม่มีน้ำตาล ไร้กลูเตน ไร้แป้ง โปรตีนสูง ฉีกซองทานได้ทันที ฮาลาล,เส้นหมี่ไข่ขาว,เชียงใหม่,5.0,8,33 ชิ้น,"เส้นหมี่ไข่ขาว, เส้นราเมนไข่ขาว",115,79,31%,greenpea organic shop,,lazada,4838733624,100006971
https://www.lazada.co.th/products/sano-egg-white-fusilli-150g-500g-1000g-i5255914766.html,"SANO ซาโน่ เส้นฟูซิลี่ไข่ขาว EGG WHITE FUSILLI โปรตีนไข่ขาว ปลอดกลูเต็น ขนาด 150g , 500g และ 1,000g",โปรตีนไข่ขาว,กรุงเทพมหานคร,,,,"ขนาด 150g - 1 ถุง, ขนาด 150g - 3 ถุง, ขนาด 500g - 1 ถุง, ขนาด 1,000g - 1 ถุง",435,420,3%,KassMedicare,,lazada,5255914766,100190484180
https://www.lazada.co.th/products/nimnim-i4270995028.html,เส้นหมี่ไข่ขาวนิ่มนิ่มไร้แป้ง ไร้ไขมัน Nimnim,เส้นหมี่ไข่ขาว,กรุงเทพมหานคร,5.0,4,40 ชิ้น,,85,81,5%,nimnim / nimnim (นิ่มนิ่ม),mall,lazada,4270995028,100252083119
https://www.lazada.co.th/products/eggyday-3-100g-i5078915186.html,Eggyday 3ห่อ เส้นไข่ขาว  เส้นหมี่ไข่ขาว เส้นราเมนไข่ขาว ขนาด 100g. ไม่มีน้ำตาล ไร้กลูเตน ไร้แป้ง โปรตีนสูง ฉีกซองทานได้ทันที ฮาลาล,"เส้นไข่ขาว, เส้นหมี่ไข่ขาว",เชียงใหม่,,,,"เส้นหมี่ไข่ขาว, เส้นราเมนไข่ขาว",270,270,,greenpea organic shop,,lazada,5078915186,100006971
https://www.lazada.co.th/products/eggyday-100g-i4839075029.html,Eggyday เส้นหมี่ไข่ขาว เส้นราเมนไข่ขาว ไม่มีน้ำตาล ไร้กลูเตน ไร้แป้ง โปรตีนสูง  ขนาด 100g.,เส้นหมี่ไข่ขาว,เชียงใหม่,5.0,2,,"เส้นหมี่ไข่ขาว, เส้นราเมนไข่ขาว",115,79,31%,ออร์แกนิคไลฟ์  by Greenpea  ปลีก-ส่งสินค้าสุขภาพ,,lazada,4839075029,100472544109
https://www.lazada.co.th/products/eggyday-100g-i5269380717.html,Eggyday ข้าวไข่ขาว ไข่ขาวรูปข้าว พร้อมทาน ไร้แป้ง แคลเซียมสูง บำรุงกระดูก อาหารสุขภาพ คีโต สำหรับทุกวัย ซอง 100g,ข้าวไข่ขาว,กรุงเทพมหานคร,,,,,99,75,24%,Smile Keto,,lazada,5269380717,100197837311
https://www.lazada.co.th/products/nimnim-i4941759368.html,เส้นไข่ขาวนิ่มนิ่ม ไร้แป้ง ไร้ไขมัน มีโปรตีนสูง Nimnim,เส้นไข่ขาว,กรุงเทพมหานคร,5.0,1,,,85,81,5%,minnafoods / มินนะฟู้ดส์,,lazada,4941759368,100397792178
https://www.lazada.co.th/products/10-i4541226816.html,(จัดส่งแบบแช่แข็ง) ข้าวไข่ขาว พร้อมทาน 10 กล่อง ราคาพิเศษ,ข้าวไข่ขาว,กรุงเทพมหานคร,4.857142857142857,7,19 ชิ้น,,1450,1100,24%,nimnim / nimnim (นิ่มนิ่ม),mall,lazada,4541226816,100252083119
https://www.lazada.co.th/products/eggyday-i5158773668.html,Eggyday ข้าวไข่ขาว พร้อมทาน แคลอรี่ต่ำ แคลเซียมสูง ใยอาหารสูง อาหารสุขภาพ คีโต เด็ก ตั้งครรภ์ อาหารผู้สูงอายุ ผู้ป่วย เบาหวาน โรคไต,ข้าวไข่ขาว,ปทุมธานี,4.962962962962963,26,194 ชิ้น,,69,69,,Care Corner and More,,lazada,5158773668,100467440557
https://www.lazada.co.th/products/eggyday-100-i5213802708.html,Eggyday เส้นไข่ขาวไร้แป้ง เส้นราเมน เส้นหมี่ เส้นโปรตีนไข่ขาว ข้าวไข่ขาว ขนาด100กรัม ไม่มีแป้ง ไม่มีน้ำตาล,"เส้นไข่ขาว, โปรตีนไข่ขาว, ข้าวไข่ขาว",กรุงเทพมหานคร,,,,,89,69,22%,healthychritshop,,lazada,5213802708,100247205798
https://www.lazada.co.th/products/eggyday-10-i5230741197.html,Eggyday ข้าวไข่ขาว พร้อมทาน (10 ซอง) แคลอรี่ต่ำ แคลเซียมสูง ใยอาหารสูง อาหารสุขภาพ คีโต เด็ก ตั้งครรภ์ อาหารผู้สูงอายุ ผู้ป่วย เบาหวาน โรคไต,ข้าวไข่ขาว,ปทุมธานี,5.0,2,,,690,659,4%,Care Corner and More,,lazada,5230741197,100467440557
https://www.lazada.co.th/products/eggyday-100g-i5211970040.html,Eggyday (เอกกี้เดย์) เส้นราเมนโปรตีนไข่ขาว เส้นหมี่ไข่ขาว ข้าวไข่ขาว พร้อมทาน 100g,"โปรตีนไข่ขาว, เส้นหมี่ไข่ขาว, ข้าวไข่ขาว",กรุงเทพมหานคร,,,,,75,70,7%,B&Tshopp,,lazada,5211970040,100754768007
https://www.lazada.co.th/products/500-i4744195336.html,เส้นไข่ขาว (เส้นขนมจีน) 500กรัม,เส้นไข่ขาว,เชียงใหม่,5.0,4,10 ชิ้น,,199,199,,Rainny Keto002,,lazada,4744195336,100429872942
https://www.lazada.co.th/products/100-i4200819595.html,เส้นไข่ขาว100% โปรตีนแน่น เส้นไร้แป้ง ไร้ไขมัน,เส้นไข่ขาว,กรุงเทพมหานคร,5.0,3,30 ชิ้น,,85,69,19%,healthylifeshop,,lazada,4200819595,100245498361
https://www.lazada.co.th/products/-i4324313273.html,คละได้!! เส้นไข่ขาว ไร้แป้ง ไร้ไขมัน รางวัลนวัตกรรมแห่งชาติ คิดค้นโดยนักโภชนาการ,เส้นไข่ขาว,กรุงเทพมหานคร,5.0,19,184 ชิ้น,,85,81,5%,nimnim / nimnim (นิ่มนิ่ม),mall,lazada,4324313273,100252083119
https://www.lazada.co.th/products/65a66a-i4839211268.html,"เส้นหมี่ไข่ขาว เส้นราเมนไข่ขาว ตรา เอ้กกี้เดย์ (65A,66A)",เส้นหมี่ไข่ขาว,ปทุมธานี,5.0,5,42 ชิ้น,,79,79,,Healthy Shop สินค้าสุขภาพ ครบวงจร,mall,lazada,4839211268,100219674264
https://www.lazada.co.th/products/eggyday-100x1-keto-i4819868292.html,Eggyday เส้น โปรตีนไข่ขาว ไร้แป้ง (หมี่/ราเมน) (100ก.x1ซอง) คลีน คีโต ผู้สูงอายุ ผู้ป่วย โรคไต มะเร็ง เบาหวาน เส้นไข่ขาว เส้นหมี่คีโต ไข่ขาว keto,"เส้นไข่ขาว, โปรตีนไข่ขาว",ปทุมธานี,5.0,48,308 ชิ้น,,79,75,5%,Care Corner and More,,lazada,4819868292,100467440557
https://www.lazada.co.th/products/100-keto-homemade-i4320207680.html,เส้นไข่ขาว ถุงเล็ก 100 กรัม (เส้นอุด้ง) (Keto Homemade),เส้นไข่ขาว,เชียงใหม่,4.921052631578948,38,353 ชิ้น,,49,49,,เส้นไข่ขาว Rainny Keto,,lazada,4320207680,100251342479
https://www.lazada.co.th/products/nimnim-5-127897-i4779583711.html,NIMNIM นิ่มนิ่ม เส้นไข่ขาว ไร้แป้ง ไร้ไขมัน แพ็ค 5 ชิ้น #127897,เส้นไข่ขาว,กรุงเทพมหานคร,4.9868421052631575,76,281 ชิ้น,,469,420,10%,GMMOShopping,mall,lazada,4779583711,100180329
https://www.lazada.co.th/products/3-100g-i5326009749.html,(แพค 3 ซอง) ข้าวไข่ขาว & เส้นไข่ขาว ไร้แป้ง พลังงานต่ำ แคลเซียมสูง ไม่ผสมถั่วเหลือง พร้อมทาน 100g,"เส้นไข่ขาว, ข้าวไข่ขาว",กรุงเทพมหานคร,,,,,227,227,,Eggyday Store,,lazada,5326009749,100195518243
https://www.lazada.co.th/products/55-sale-nimnim-i2466377679.html,โปร 5.5 SALE!! สินค้าลอตใหม่พร้อมจัดส่ง เส้นไข่ขาว / เส้นหมี่ไข่ขาว / เส้นสปาเกตตีเ🥚เส้น คีโต นิ่มนิ่ม nimnim ลอตใหม่ พร้อมส่ง!! มีเก็บเงินปลายทาง,"เส้นไข่ขาว, เส้นหมี่ไข่ขาว",กรุงเทพมหานคร,4.9689119170984455,193,2.7K ชิ้น,,69,69,,fitbee.bkk,,lazada,2466377679,100188492009
https://www.lazada.co.th/products/nimnim-keto-100g-i2618187469.html,Nimnim เส้นไข่ขาว KETO (น้ำหนักเส้น 100g.) เส้นพร้อมทาน,เส้นไข่ขาว,เชียงใหม่,5.0,18,193 ชิ้น,,108,75,31%,greenpea organic shop,,lazada,2618187469,100006971
https://www.lazada.co.th/products/500-eggyday-keto-i5257871341.html,(แพค 500 กรัม) eggyday  ข้าวไข่ขาว ไร้แป้ง Keto อร่อย ไม่คาว เหมือนข้าวที่สุด พลังงานต่ำ ไม่ผสมถั่วเหลือง มีใยอาหาร แคลเซียมสูง พร้อมทานทันที,ข้าวไข่ขาว,กรุงเทพมหานคร,5.0,7,19 ชิ้น,,299,299,,Eggyday Store,,lazada,5257871341,100195518243