link,product_name,Keyword,province,star_review,amount_rating,amount_sold,product_list,product_size_ml,original_price,discount_price,per_discount,store,recom_or_official,marketplace,suggestion,web-scraper-start-url,region,itemid,shopid
https://shopee.co.th/Lot%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B9%84%E0%B8%A7-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%81%E0%B8%9B%E0%B9%89%E0%B8%87-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%84%E0%B8%82%E0%B8%A1%E0%B8%B1%E0%B8%99-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B9%82%E0%B8%8B%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B8%95%E0%B9%88%E0%B8%B3-%E0%B8%84%E0%B8%B5%E0%B9%82%E0%B8%95-Keto-White-Egg-Noodle-i.216885961.20520948344?sp_atk=49747c6f-7af1-4c25-b3a7-d1995bdc1bea&xptdk=49747c6f-7af1-4c25-b3a7-d1995bdc1bea,Lotใหม่ ส่งไว เส้นไข่ขาว ไร้แป้ง ไร้ไขมัน โปรตีนสูง โซเดียมต่ำ คีโต Keto White Egg Noodle,เส้นไข่ขาว,จังหวัดกรุงเทพมหานคร,4.9,,ขายแล้ว 8.4พัน ชิ้น,"เส้นไข่ขาว, เส้นหมี่ไข่ขาว, เส้นสปาเกตตี้ไร้แป้ง, ข้าวไข่ขาวมุก",,69.0,69.0,,hidailythailand,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=20520948344&shopid=216885961,,,20520948344,216885961
https://shopee.co.th/Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%99-100g-i.848713572.26203862028?sp_atk=dc7ea56d-bbf1-4704-b381-67b9ebfd410c&xptdk=dc7ea56d-bbf1-4704-b381-67b9ebfd410c,Eggyday เส้นราเมนโปรตีนไข่ขาว เส้นหมี่ไข่ขาว 	ข้าวไข่ขาว พร้อมทาน 100g,"โปรตีนไข่ขาว, เส้นหมี่ไข่ขาว, ข้าวไข่ขาว",จังหวัดกรุงเทพมหานคร,5.0,,ขายแล้ว 17 ชิ้น,"เส้นราเมนไข่ขาว, เส้นหมี่ ไข่ขาว, ข้าวไข่ขาว",,76.0,67.0,-11%,Healthygo_officialshop,recom,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=26203862028&shopid=848713572,,,26203862028,848713572
https://shopee.co.th/(%E0%B9%81%E0%B8%9E%E0%B8%84-7-%E0%B8%8B%E0%B8%AD%E0%B8%87)-eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-100g-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%84%E0%B8%B2%E0%B8%A7-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%81%E0%B8%9B%E0%B9%89%E0%B8%87-Keto-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%99-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%9F%E0%B8%A3%E0%B8%B5-i.409662674.12028151377?sp_atk=ae522c3d-34dd-43fc-8e0c-77197f061243&xptdk=ae522c3d-34dd-43fc-8e0c-77197f061243,(แพค 7 ซอง) eggyday เส้นหมี่ไข่ขาว 100g โปรตีนสูง อร่อย ไม่คาว ไร้แป้ง Keto พร้อมทาน  ส่งฟรี,เส้นหมี่ไข่ขาว,จังหวัดกรุงเทพมหานคร,4.9,,ขายแล้ว 604 ชิ้น,เส้นหมี่,,553.0,553.0,,Eggyday Official Shop,official,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=12028151377&shopid=409662674,,,12028151377,409662674
https://shopee.co.th/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B8%B5-Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%99-100-g-i.330084029.22960076311?sp_atk=8be38214-939a-4018-8836-9db36296d561&xptdk=8be38214-939a-4018-8836-9db36296d561,ขายดี Eggyday เส้นราเมนโปรตีนไข่ขาว พร้อมรับประทาน 100 g,โปรตีนไข่ขาว,จังหวัดกรุงเทพมหานคร,5.0,,ขายแล้ว 4 ชิ้น,,,96.0,79.0,-17%,nudeeketo,recom,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=22960076311&shopid=330084029,,,22960076311,330084029
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%B5%E0%B9%82%E0%B8%95-Eggyday-i.422696208.23382870073?sp_atk=731b253d-8473-458a-8224-7035a4e02887&xptdk=731b253d-8473-458a-8224-7035a4e02887,เส้นโปรตีนไข่ขาว คลีนคีโต Eggyday,โปรตีนไข่ขาว,จังหวัดกรุงเทพมหานคร,,,ขายแล้ว 3 ชิ้น,"เส้นหมี่, เส้นราเมน",,89.0,89.0,,ขนมคลีน by HKS,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=23382870073&shopid=422696208,,,23382870073,422696208
https://shopee.co.th/Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-100g-i.439554464.23161114314?sp_atk=32bd4e6e-c78e-4643-b64e-2e27b6124e8c&xptdk=32bd4e6e-c78e-4643-b64e-2e27b6124e8c,Eggyday เส้นหมี่โปรตีนไข่ขาว 100g,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",จังหวัดกรุงเทพมหานคร,,,,,,96.0,79.0,-17%,NuDeeClass,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=23161114314&shopid=439554464,,,23161114314,439554464
https://shopee.co.th/%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2-Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-100g-i.278682514.12299958668?sp_atk=260849f2-b212-4799-9e34-30b192464b2f&xptdk=260849f2-b212-4799-9e34-30b192464b2f,สินค้า Eggyday เส้นหมี่โปรตีนไข่ขาว 100g,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",จังหวัดกรุงเทพมหานคร,,,,,,95.0,70.0,-26%,cleantorofoodgogo,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=12299958668&shopid=278682514,,,12299958668,278682514
https://shopee.co.th/Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%99-100-g-i.439554464.21195320809?sp_atk=b6db64cb-e24e-422b-83d5-d06cb26d4886&xptdk=b6db64cb-e24e-422b-83d5-d06cb26d4886,Eggyday เส้นราเมนโปรตีนไข่ขาว พร้อมรับประทาน 100 g,โปรตีนไข่ขาว,จังหวัดกรุงเทพมหานคร,,,,,,97.0,79.0,-18%,NuDeeClass,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=21195320809&shopid=439554464,,,21195320809,439554464
https://shopee.co.th/%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2-Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-100g-i.439554464.24803505783?sp_atk=f84f8e1a-be22-4cb1-b231-f33fdc5d41e3&xptdk=f84f8e1a-be22-4cb1-b231-f33fdc5d41e3,สินค้า Eggyday เส้นหมี่โปรตีนไข่ขาว 100g,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",จังหวัดกรุงเทพมหานคร,,,ขายแล้ว 1 ชิ้น,,,96.0,79.0,-17%,NuDeeClass,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=24803505783&shopid=439554464,,,24803505783,439554464
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7%E0%B8%84%E0%B8%B5%E0%B9%82%E0%B8%95-no-carb-no-fat-%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B9%88%E0%B8%B3-%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%B2%E0%B8%99-keto-i.125701612.18239828203?sp_atk=50021838-dd05-4c72-847b-03a6629f1f5d&xptdk=50021838-dd05-4c72-847b-03a6629f1f5d,"เส้นไข่ขาวคีโต no carb,no fat พลังงานต่ำ อร่อยพร้อมทาน keto",เส้นไข่ขาว,จังหวัดกรุงเทพมหานคร,,,,"เส้นราเมน(ซองฟ้า), เส้นหมี่(ซองชมพู)",,69.0,69.0,,hitdd,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=18239828203&shopid=125701612,,,18239828203,125701612
https://shopee.co.th/Eggyday-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%99-100-g-i.1083676728.25558775840?sp_atk=510876c3-ebdc-4219-bbab-b679e812951f&xptdk=510876c3-ebdc-4219-bbab-b679e812951f,Eggyday เส้นหมี่โปรตีนไข่ขาว พร้อมรับประทาน 100 g,"โปรตีนไข่ขาว, เส้นหมี่โปรตีนไข่ขาว",จังหวัดกรุงเทพมหานคร,,,,,,80.0,76.0,-4%,Kaiteki Pro,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=25558775840&shopid=1083676728,,,25558775840,1083676728
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-100-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%81%E0%B8%99%E0%B9%88%E0%B8%99-%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%AD%E0%B9%89%E0%B8%A7%E0%B8%99-i.492837672.13076119470?sp_atk=ef7630ef-8d3e-4d1b-8375-4519acf7160f&xptdk=ef7630ef-8d3e-4d1b-8375-4519acf7160f,เส้นไข่ขาว 100% โปรตีนแน่น นวัตกรรมใหม่ที่ไม่อ้วน,เส้นไข่ขาว,จังหวัดกรุงเทพมหานคร,4.8,,ขายแล้ว 487 ชิ้น,"เส้นไข่ขาว, เส้นหมีไข่ขาว, เส้นสปาเก็ตตี้ไข่ขาว",,73.0,70.0,-3%,Healthy_Station,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=13076119470&shopid=492837672,,,13076119470,492837672
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%A1-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%81%E0%B8%9B%E0%B9%89%E0%B8%87-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%84%E0%B8%82%E0%B8%A1%E0%B8%B1%E0%B8%99-%E0%B8%A1%E0%B8%B5%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87-Nimnim-i.1040490139.22359596430?sp_atk=be1ac49a-2a9d-466d-b686-68fe9f149b3e&xptdk=be1ac49a-2a9d-466d-b686-68fe9f149b3e,เส้นไข่ขาวนิ่มนิ่ม ไร้แป้ง ไร้ไขมัน มีโปรตีนสูง Nimnim,เส้นไข่ขาว,จังหวัดกรุงเทพมหานคร,4.8,,ขายแล้ว 63 ชิ้น,,,86.0,75.0,-12%,minnafoods / มินนะฟู้ดส์,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=22359596430&shopid=1040490139,,,22359596430,1040490139
https://shopee.co.th/-%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B8%B1%E0%B8%87-12-%E0%B8%82%E0%B8%A7%E0%B8%94-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%99%E0%B8%A1%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%A3%E0%B8%AA%E0%B8%A3%E0%B8%B4%E0%B8%8A%E0%B9%82%E0%B8%81%E0%B9%82%E0%B8%81%E0%B9%89-180-%E0%B8%A1%E0%B8%A5.-%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%99%E0%B8%B0-i.1040490139.24621906118?sp_atk=464ce15c-409c-4691-b7c0-5266c5887ba6&xptdk=464ce15c-409c-4691-b7c0-5266c5887ba6,[ ยกลัง 12 ขวด ]เครื่องดื่มโปรตีนไข่ขาว นมไข่ขาว รสริชโกโก้ 180 มล. ตรามินนะ,โปรตีนไข่ขาว,จังหวัดกรุงเทพมหานคร,5.0,,ขายแล้ว 18 ชิ้น,,,1025.0,850.0,-17%,minnafoods / มินนะฟู้ดส์,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=24621906118&shopid=1040490139,,,24621906118,1040490139
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-Nimnim-%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B0%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B9%84%E0%B8%94%E0%B9%89-i.9921141.9755291486?sp_atk=53a7197c-4b41-487e-b2bd-4289c9b80ac2&xptdk=53a7197c-4b41-487e-b2bd-4289c9b80ac2,เส้นไข่ขาว Nimnim โปรตีนสูงคละแบบได้,เส้นไข่ขาว,จังหวัดกรุงเทพมหานคร,4.9,,ขายแล้ว 136 ชิ้น,"เส้นไข่ขาว, เส้นหมี่ไข่ขาว, เส้นสปาเกตตีไร้แป้ง",,85.0,85.0,,All natuur,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=9755291486&shopid=9921141,,,9755291486,9921141
https://shopee.co.th/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88-%E0%B8%99%E0%B8%B8%E0%B9%88%E0%B8%A1-%E0%B8%84%E0%B8%B5%E0%B9%82%E0%B8%95%E0%B8%97%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B9%84%E0%B8%A3%E0%B9%89%E0%B9%81%E0%B8%9B%E0%B9%89%E0%B8%87-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%95%E0%B8%B2%E0%B8%A5-i.196877240.11426253744?sp_atk=5c912d51-1c7e-4ec8-bf4c-433434aed058&xptdk=5c912d51-1c7e-4ec8-bf4c-433434aed058,เส้นหมี่ไข่ขาว เส้นหมี่ นุ่ม คีโตทานได้ ไร้แป้ง ไม่มีน้ำตาล,เส้นหมี่ไข่ขาว,จังหวัดกรุงเทพมหานคร,5.0,,ขายแล้ว 17 ชิ้น,"1 ห่อ, 2 ห่อ !!!!, 3 ห่อ !!!!, 4 ห่อ !!!!",,96.0,79.0,-17%,บ้านแก้มยุ้ย Keto&Lowcarb,,shopee,https://shopee.co.th/find_similar_products?catid=100629&itemid=11426253744&shopid=196877240,,,11426253744,196877240
